SEQUENCE	inoculum1.control.t0	inoculum1.control.t2	inoculum1.treatment.t0	inoculum1.treatment.t2	inoculum2.control.t0	inoculum2.control.t2	inoculum2.treatment.t0	inoculum2.treatment.t2
otu3348	0	0	0	0	0	1	0	0
otu3349	1	0	3	1	0	0	0	0
otu3350	0	0	0	0	1	0	0	0
otu3351	0	0	0	0	0	2	1	0
otu3352	0	0	0	0	1	1	0	0
otu3353	0	0	0	0	0	2	0	0
otu3354	0	0	0	0	0	1	0	0
otu3355	0	0	0	0	0	2	0	0
otu3356	0	0	0	0	0	0	0	2
otu3357	0	0	0	0	0	4	0	0
otu3358	0	0	0	0	1	0	0	0
otu3359	0	0	0	0	0	1	0	0
otu3360	0	0	0	0	0	5	0	0
otu3361	0	0	0	1	0	0	0	0
otu3362	0	0	0	0	0	0	1	1
otu3363	0	0	1	0	0	0	0	0
otu3364	0	0	0	1	0	0	0	0
otu3365	0	0	0	1	0	2	0	0
otu3366	0	0	0	0	0	1	0	0
otu3367	0	0	0	0	0	1	0	0
otu3368	1	0	0	0	0	0	0	0
otu3369	0	0	0	1	0	0	0	0
otu3370	0	0	0	0	0	0	0	3
otu3371	0	0	0	5	0	0	0	0
otu3372	1	0	0	0	0	0	0	0
otu3373	0	0	0	0	0	2	0	0
otu3374	0	0	0	1	0	3	0	0
otu3375	0	0	0	0	0	1	1	0
otu3376	0	0	0	0	0	1	0	0
otu3377	0	0	0	0	0	0	0	4
otu3378	0	0	0	0	0	5	0	0
otu3379	0	1	0	0	0	1	0	0
otu3380	0	0	0	0	0	0	0	1
otu3381	0	0	0	0	0	0	1	1
otu3382	0	0	0	0	1	0	0	0
otu3383	0	0	0	0	0	1	0	0
otu3384	0	0	0	0	0	1	0	0
otu3385	0	0	1	0	0	1	1	0
otu3386	0	0	0	0	1	0	1	0
otu3387	1	0	0	1	0	0	0	0
otu3388	0	0	0	5	0	0	0	0
otu3389	0	0	0	0	0	2	0	1
otu3390	0	0	0	0	0	5	0	0
otu3391	0	1	0	0	0	0	0	0
otu3392	0	0	0	0	1	0	0	0
otu3393	1	0	0	0	0	0	0	0
otu3394	0	0	0	0	1	0	1	0
otu3395	0	0	0	0	0	1	0	0
otu3396	0	0	0	0	2	0	0	0
otu3397	0	0	0	0	0	1	0	0
otu3398	0	0	0	0	1	0	1	0
otu3399	1	0	0	0	0	1	0	0
otu3400	0	0	0	0	0	5	0	0
otu3401	0	0	0	0	0	0	0	1
otu3402	2	0	0	1	0	0	0	0
otu3403	0	0	0	1	0	0	0	0
otu3404	0	0	0	0	0	1	0	1
otu3405	0	0	0	0	0	1	0	0
otu3406	0	0	0	0	0	1	0	0
otu3407	0	0	0	1	0	0	0	2
otu3408	0	0	0	0	0	1	0	0
otu3409	0	0	0	1	0	0	0	2
otu3410	0	0	0	2	0	0	0	2
otu3411	0	0	0	4	0	0	0	0
otu3412	1	0	0	0	1	0	0	0
otu3413	0	0	0	1	0	1	0	0
otu3414	0	0	0	0	1	0	0	2
otu3415	0	0	0	0	0	0	0	2
otu3416	0	0	0	0	0	1	0	0
otu3417	0	0	0	0	0	0	0	1
otu3418	0	0	0	0	0	0	0	3
otu3419	0	0	0	0	1	1	0	0
otu3420	0	0	0	0	0	0	0	4
otu3421	0	0	0	0	0	0	1	0
otu3422	0	0	0	1	0	0	0	0
otu3423	0	0	0	2	0	0	0	0
otu3424	0	0	0	0	0	1	0	0
otu3425	0	0	0	0	0	0	1	0
otu3426	0	0	0	2	0	0	0	0
otu3427	0	0	0	0	1	0	0	0
otu3428	2	0	0	0	0	0	0	0
otu3429	0	0	0	0	0	0	1	0
otu3430	0	0	0	0	0	1	0	0
otu3431	0	0	0	0	0	1	0	0
otu3432	0	0	0	0	0	0	0	3
otu3433	0	0	0	0	0	0	3	0
otu3434	0	0	0	1	0	0	0	0
otu3435	0	0	0	0	1	0	0	0
otu3436	2	0	0	0	0	0	0	0
otu3437	0	0	0	2	0	0	0	2
otu3438	0	0	0	0	0	0	0	3
otu3439	0	0	0	0	0	1	0	0
otu3440	0	0	0	0	0	1	0	0
otu3441	0	0	0	1	0	0	0	0
otu3442	0	0	0	1	0	1	1	0
otu3443	0	0	0	0	0	1	0	0
otu3444	0	0	0	0	0	2	0	0
otu3445	0	0	0	0	0	1	0	0
otu3446	1	0	0	0	0	1	0	0
otu3447	0	0	0	0	0	0	0	1
otu3448	0	0	0	0	1	0	0	0
otu3449	0	0	0	0	1	0	0	0
otu3450	0	0	0	0	1	0	0	0
otu3451	0	0	0	0	0	0	1	0
otu3452	0	0	0	0	0	1	0	1
otu3453	0	0	0	0	1	0	0	0
otu3454	0	0	0	0	0	4	0	1
otu3455	0	0	0	0	0	0	1	0
otu3456	0	0	0	1	0	0	0	0
otu3457	0	0	0	0	0	2	0	0
otu3458	0	0	0	0	0	1	0	0
otu3459	0	0	0	1	0	0	0	0
otu3460	0	0	0	0	0	0	1	0
otu3461	0	0	0	2	0	0	0	2
otu3462	0	0	0	0	0	0	0	1
otu3463	1	0	0	0	0	0	0	0
otu3464	0	0	0	0	1	1	0	0
otu3465	0	0	0	0	0	2	0	0
otu3466	0	0	0	1	0	0	0	0
otu3467	0	0	0	0	0	1	0	0
otu3468	1	0	0	0	0	0	0	0
otu3469	0	0	0	0	0	0	1	0
otu3470	0	0	0	0	0	1	0	0
otu3471	0	0	0	0	0	1	0	0
otu3472	0	0	0	0	1	0	1	0
otu3473	0	0	0	0	0	0	1	0
otu3474	0	0	0	0	0	1	1	0
otu3475	0	0	0	4	0	0	0	0
otu3476	0	0	0	0	0	0	0	1
otu3477	0	0	0	4	0	0	0	0
otu3478	0	0	0	0	0	0	1	0
otu3479	0	0	0	1	0	0	0	0
otu3480	2	0	0	0	0	0	0	0
otu3481	0	0	0	4	0	0	0	0
otu3482	0	0	0	3	0	0	0	0
otu3483	0	0	0	0	0	4	0	0
otu3484	0	1	0	0	0	0	0	0
otu3485	0	0	0	0	0	0	0	3
otu3486	0	0	0	0	1	0	0	0
otu3487	0	0	0	0	0	0	1	0
otu3488	0	0	0	1	0	1	0	0
otu3489	0	0	0	0	0	0	1	0
otu3490	0	0	0	4	0	0	0	0
otu3491	0	0	0	0	0	3	0	0
otu3492	0	0	0	1	0	0	0	0
otu3493	0	0	0	0	0	0	0	1
otu3494	0	0	0	0	0	0	1	0
otu3495	0	0	0	0	0	0	1	0
otu3496	0	0	0	0	0	4	0	0
otu3497	0	1	0	0	0	0	0	0
otu3498	0	0	0	4	0	0	0	0
otu3499	0	0	0	0	0	1	0	0
otu3500	0	0	0	0	0	0	0	1
otu3501	0	0	0	1	0	0	0	3
otu3502	0	0	0	0	1	0	0	0
otu3503	0	0	0	4	0	0	0	0
otu3504	0	0	0	4	0	0	0	0
otu3505	0	0	1	0	0	0	0	0
otu3506	0	0	0	0	0	0	1	0
otu3507	0	0	0	0	1	0	0	0
otu3508	0	0	0	0	0	1	0	0
otu3509	0	0	0	0	0	0	1	0
otu3510	0	0	0	0	0	0	1	0
otu3511	0	0	0	0	0	0	0	2
otu3512	0	0	0	0	0	1	0	0
otu3513	0	0	0	0	0	0	0	3
otu3514	0	0	0	1	0	0	0	2
otu3515	1	0	0	0	0	0	0	0
otu3516	0	0	0	0	0	3	1	0
otu3517	0	0	0	0	1	2	0	0
otu3518	1	0	0	0	0	0	0	0
otu3519	0	0	0	4	0	0	0	0
otu3520	0	0	0	4	0	0	0	0
otu3521	0	0	0	0	0	0	1	0
otu3522	0	0	0	0	0	1	0	0
otu3523	0	0	0	0	1	0	0	0
otu3524	0	0	0	4	0	0	0	0
otu3525	0	0	0	0	0	0	0	2
otu3526	0	0	0	0	0	1	0	0
otu3527	0	0	0	1	0	0	0	0
otu3528	1	0	0	0	0	0	0	0
otu3529	1	0	0	2	0	0	0	0
otu3530	0	0	0	1	0	0	0	0
otu3531	1	0	0	0	0	0	0	0
otu3532	0	0	0	0	0	1	0	0
otu3533	0	0	0	3	0	0	0	0
otu3534	0	0	0	1	0	0	0	0
otu3535	0	0	0	4	0	0	0	0
otu3536	0	0	0	0	0	0	1	0
otu3537	0	0	0	0	0	1	0	0
otu3538	0	0	0	4	0	0	0	0
otu3539	0	0	0	0	0	0	1	0
otu3540	0	0	0	0	0	1	0	3
otu3541	0	0	3	0	0	0	0	0
otu3542	0	0	0	0	1	1	0	0
otu3543	0	0	0	0	0	0	1	0
otu3544	0	0	0	0	0	2	0	1
otu3545	0	0	0	0	0	2	1	1
otu3546	0	0	0	0	1	0	0	0
otu3547	0	0	0	0	0	1	0	0
otu3548	0	0	0	0	1	0	0	0
otu3549	0	0	0	0	0	0	0	1
otu3550	0	0	0	0	0	3	0	0
otu3551	0	0	0	0	0	0	1	0
otu3552	0	0	0	0	0	0	1	0
otu3553	0	0	0	1	0	1	0	0
otu3554	0	0	0	0	1	0	0	0
otu3555	0	0	0	0	0	1	0	0
otu3556	0	0	0	0	0	0	1	1
otu3557	0	0	1	0	0	0	0	0
otu3558	0	0	0	1	0	0	0	0
otu3559	0	0	0	0	0	1	0	0
otu3560	0	0	0	0	0	1	0	0
otu3561	0	0	0	0	0	4	0	0
otu3562	0	0	0	0	0	1	0	0
otu3563	0	0	0	1	0	1	0	0
otu3564	0	0	0	0	1	0	0	0
otu3565	0	0	0	0	0	4	0	0
otu3566	0	0	0	1	0	0	0	0
otu3567	0	0	0	0	1	0	1	0
otu3568	0	0	0	2	0	0	0	0
otu3569	0	0	0	0	0	1	0	1
otu3570	0	0	1	0	0	0	0	0
otu3571	0	0	0	0	0	0	2	0
otu3572	0	0	0	0	0	0	1	0
otu3573	0	0	0	1	0	0	0	0
otu3574	0	0	0	0	0	2	0	0
otu3575	0	0	0	4	0	0	0	0
otu3576	0	0	0	0	1	0	0	0
otu3577	0	0	0	0	0	0	1	0
otu3578	0	0	0	0	0	2	0	0
otu3579	0	0	0	1	0	0	0	2
otu3580	1	0	0	1	0	0	0	0
otu3581	0	0	0	0	0	1	0	0
otu3582	0	0	0	4	0	0	0	0
otu3583	0	0	0	0	0	1	0	0
otu3584	0	0	0	0	0	1	0	0
otu3585	0	0	0	1	0	0	0	0
otu3586	0	0	0	4	0	0	0	0
otu3587	0	0	0	2	0	0	0	0
otu3588	0	0	0	1	0	0	0	1
otu3589	0	0	0	0	0	0	1	0
otu3590	0	0	0	0	2	0	1	0
otu3591	0	0	0	0	0	0	1	0
otu3592	0	0	0	0	1	0	0	0
otu3593	0	0	0	1	0	0	0	0
otu3594	0	0	0	0	0	0	1	0
otu3595	0	0	0	0	0	0	0	4
otu3596	0	0	0	0	0	1	0	0
otu3597	0	0	0	0	0	2	0	0
otu3598	0	0	0	0	0	2	0	0
otu3599	0	0	0	0	0	0	0	3
otu3600	0	0	0	0	0	4	0	0
otu3601	0	0	0	0	0	0	1	0
otu3602	0	0	0	0	0	0	0	1
otu3603	0	0	0	0	0	0	0	3
otu3604	0	0	0	0	0	4	0	0
otu3605	0	0	0	0	0	1	0	0
otu3606	0	0	0	0	0	2	1	0
otu3607	0	0	0	3	0	0	0	0
otu3608	0	0	0	1	0	0	0	0
otu3609	0	0	1	0	0	0	0	0
otu3610	0	0	0	0	0	3	0	0
otu3611	0	0	0	1	0	1	1	0
otu3612	0	0	0	0	0	2	0	0
otu3613	0	0	0	0	1	0	0	0
otu3614	0	0	0	0	0	1	0	0
otu3615	0	0	0	0	0	1	0	0
otu3616	0	0	0	0	0	1	0	0
otu3617	0	0	0	0	0	3	0	0
otu3618	0	0	0	0	0	1	0	0
otu3619	0	0	0	0	0	1	0	2
otu3620	0	0	0	1	0	0	0	0
otu3621	0	0	0	0	0	0	0	1
otu3622	0	0	0	0	0	0	1	0
otu3623	0	0	0	1	0	0	0	0
otu3624	0	0	0	1	0	0	0	0
otu3625	0	0	0	0	0	4	0	0
otu3626	0	0	0	0	0	1	0	0
otu3627	1	0	0	0	0	0	0	0
otu3628	0	1	0	0	0	0	0	0
otu3629	0	0	0	0	0	1	0	0
otu3630	0	0	0	0	0	1	0	0
otu3631	0	0	0	0	0	1	0	0
otu3632	0	0	0	0	0	4	0	0
otu3633	0	0	0	0	1	2	0	0
otu3634	0	0	0	0	0	0	1	0
otu3635	0	0	0	0	0	0	1	0
otu3636	0	0	0	0	0	1	0	0
otu3637	0	0	0	0	1	1	1	0
otu3638	1	0	0	0	0	0	0	0
otu3639	0	0	0	1	0	0	0	0
otu3640	0	0	0	0	0	0	0	1
otu3641	0	0	0	2	0	0	0	0
otu3642	0	0	0	0	0	0	1	0
otu3643	1	0	0	0	0	0	0	0
otu3644	0	0	0	0	0	0	0	2
otu3645	0	0	0	0	1	0	0	0
otu3646	0	0	1	0	0	0	0	0
otu3647	0	0	0	0	0	1	0	1
otu3648	0	0	0	0	0	0	0	1
otu3649	0	0	0	2	0	0	0	0
otu3650	0	0	0	3	0	0	0	0
otu3651	0	0	0	0	0	0	0	1
otu3652	0	0	0	1	0	0	0	0
otu3653	0	0	0	0	0	3	1	0
otu3654	0	0	0	1	0	0	0	0
otu3655	1	0	0	0	0	0	0	0
otu3656	0	0	0	1	0	0	0	0
otu3657	0	0	0	0	0	0	0	1
otu3658	0	0	0	0	0	1	1	0
otu3659	0	0	0	1	0	0	1	0
otu3660	0	0	0	0	0	1	0	3
otu3661	0	0	0	0	0	1	0	0
otu3662	1	0	0	0	0	0	0	0
otu3663	0	0	0	0	0	1	0	0
otu3664	0	0	0	0	0	4	0	0
otu3665	0	0	0	0	0	1	1	0
otu3666	0	0	0	4	0	0	0	0
otu3667	0	0	0	1	0	0	0	0
otu3668	0	0	0	0	0	1	0	0
otu3669	0	0	0	0	0	1	0	0
otu3670	0	0	1	0	0	0	0	0
otu3671	0	0	0	0	0	0	1	0
otu3672	0	1	0	0	0	0	0	0
otu3673	0	1	0	0	0	0	0	0
otu3674	0	0	0	1	0	0	0	0
otu3675	0	0	0	0	0	1	0	0
otu3676	0	0	0	1	0	0	0	0
otu3677	0	0	0	0	0	0	0	2
otu3678	0	0	0	0	0	0	1	0
otu3679	0	0	0	4	0	0	0	0
otu3680	0	0	0	0	0	0	1	0
otu3681	0	0	0	1	0	0	0	0
otu3682	0	0	0	0	0	1	0	0
otu3683	0	0	0	1	0	0	0	0
otu3684	0	0	0	0	0	1	0	0
otu3685	0	0	0	0	0	0	0	3
otu3686	0	0	0	0	0	1	0	0
otu3687	0	0	0	0	0	2	0	0
otu3688	0	0	0	0	0	0	1	0
otu3689	0	1	0	0	0	0	0	0
otu3690	0	0	0	2	0	0	0	0
otu3691	0	0	0	0	0	1	1	0
otu3692	2	0	0	0	0	0	0	0
otu3693	0	0	0	0	0	0	1	0
otu3694	0	0	0	0	0	1	0	3
otu3695	0	0	0	0	1	0	0	0
otu3696	0	0	0	2	0	0	0	0
otu3697	0	0	0	0	0	1	0	0
otu3698	0	0	0	0	2	1	0	0
otu3699	0	0	0	0	0	1	0	0
otu3700	2	0	0	0	0	0	0	0
otu3701	0	0	0	0	0	0	0	2
otu3702	0	0	0	4	0	0	0	0
otu3703	0	0	0	0	0	1	1	0
otu3704	0	0	0	0	0	0	0	1
otu3705	0	0	0	0	0	1	0	0
otu3706	0	0	0	0	0	1	1	0
otu3707	0	0	0	0	0	1	0	0
otu3708	0	0	0	0	0	1	0	0
otu3709	0	0	0	1	0	0	0	0
otu3710	0	0	0	0	0	4	0	0
otu3711	0	0	0	2	0	0	0	0
otu3712	0	0	0	0	0	0	0	1
otu3713	0	0	0	0	0	1	0	0
otu3714	0	0	0	0	0	1	0	0
otu3715	0	0	0	0	0	1	0	0
otu3716	0	0	0	0	0	0	0	4
otu3717	0	0	0	0	0	1	0	0
otu3718	0	0	0	1	0	0	0	0
otu3719	0	0	0	1	0	0	0	0
otu3720	0	0	0	0	0	1	0	0
otu3721	0	4	0	0	0	0	0	0
otu3722	0	0	0	1	0	0	0	0
otu3723	0	0	0	1	0	0	0	0
otu3724	0	0	0	0	0	0	1	0
otu3725	0	0	0	0	0	0	0	4
otu3726	0	0	0	0	0	1	0	0
otu3727	0	0	0	0	0	0	1	0
otu3728	0	0	0	0	0	1	0	0
otu3729	0	0	0	1	0	0	0	0
otu3730	1	0	0	1	0	0	0	0
otu3731	0	0	0	0	0	1	0	0
otu3732	0	0	0	1	0	0	0	0
otu3733	0	0	0	0	0	0	0	2
otu3734	0	0	0	1	0	0	0	0
otu3735	0	0	0	0	0	1	1	0
otu3736	0	0	0	1	1	0	0	0
otu3737	0	0	0	0	0	2	0	0
otu3738	2	0	0	1	0	0	0	0
otu3739	0	0	0	1	0	0	0	0
otu3740	0	0	0	0	1	0	1	0
otu3741	0	0	0	1	0	0	1	0
otu3742	0	0	0	0	0	0	1	0
otu3743	1	0	0	0	0	1	0	0
otu3744	0	0	0	0	1	0	0	0
otu3745	0	0	0	0	0	0	0	3
otu3746	0	0	0	0	1	0	0	0
otu3747	0	0	0	0	0	1	0	0
otu3748	1	0	0	0	0	0	0	0
otu3749	1	0	0	0	0	0	0	0
otu3750	0	0	0	0	0	0	1	2
otu3751	0	0	0	1	0	0	0	0
otu3752	0	0	0	0	0	1	0	3
otu3753	0	0	0	0	0	2	0	0
otu3754	0	0	0	0	0	1	0	0
otu3755	0	0	0	3	0	0	0	0
otu3756	0	0	0	0	1	0	2	0
otu3757	0	0	0	0	0	0	1	0
otu3758	1	0	0	0	0	0	0	0
otu3759	0	0	0	0	0	1	0	0
otu3760	0	0	0	0	0	1	0	0
otu3761	0	1	0	0	0	0	0	0
otu3762	0	0	0	0	0	3	0	0
otu3763	0	0	0	0	0	1	1	0
otu3764	0	0	0	4	0	0	0	0
otu3765	0	0	0	0	0	1	0	0
otu3766	0	0	0	0	0	0	0	3
otu3767	0	0	0	0	0	0	1	0
otu3768	0	0	0	0	0	1	0	0
otu3769	0	0	0	0	0	3	0	0
otu3770	0	0	0	0	0	1	0	0
otu3771	0	0	0	0	0	1	0	0
otu3772	0	0	0	0	0	0	0	1
otu3773	0	0	0	1	0	0	0	0
otu3774	0	0	0	1	0	0	0	0
otu3775	0	0	0	0	0	3	0	0
otu3776	0	0	0	0	0	1	0	0
otu3777	0	0	1	1	0	0	0	0
otu3778	0	0	0	0	0	0	0	4
otu3779	0	0	0	0	0	1	0	0
otu3780	0	0	0	0	0	3	0	0
otu3781	0	0	0	0	0	1	0	0
otu3782	0	0	0	0	0	1	0	0
otu3783	0	0	0	1	0	2	0	0
otu3784	0	0	0	0	0	2	0	0
otu3785	0	0	2	0	0	0	0	0
otu3786	0	0	0	0	0	0	0	4
otu3787	0	0	0	1	0	0	0	0
otu3788	0	0	0	0	0	0	0	1
otu3789	0	0	0	0	0	1	0	0
otu3790	0	0	0	2	0	0	0	0
otu3791	0	0	0	0	0	2	1	0
otu3792	0	0	0	1	0	0	0	0
otu3793	0	1	0	0	0	1	0	0
otu3794	0	0	0	0	0	0	1	0
otu3795	0	0	0	0	0	2	0	0
otu3796	0	0	1	0	0	0	0	0
otu3797	0	0	0	0	0	1	0	0
otu3798	0	0	0	1	0	0	0	0
otu3799	1	0	0	0	0	0	0	0
otu3800	0	0	0	0	0	0	1	2
otu3801	1	0	0	0	0	0	0	0
otu3802	0	1	0	0	0	0	0	0
otu3803	0	1	0	0	0	0	0	0
otu3804	0	0	0	0	0	0	1	0
otu3805	0	0	0	0	0	1	0	0
otu3806	1	0	0	0	0	0	0	0
otu3807	0	0	0	0	0	1	0	0
otu3808	0	0	0	0	0	0	2	0
otu3809	1	0	0	0	0	0	0	0
otu3810	0	0	0	0	0	0	1	0
otu3811	0	0	0	0	0	0	0	2
otu3812	0	0	0	0	0	0	1	0
otu3813	0	0	0	0	0	0	0	1
otu3814	0	0	0	1	0	1	0	0
otu3815	0	0	0	4	0	0	0	0
otu3816	0	0	0	4	0	0	0	0
otu3817	0	0	0	1	0	0	1	0
otu3818	0	0	0	0	0	1	0	0
otu3819	0	0	0	0	2	1	0	0
otu3820	0	0	0	0	0	1	0	0
otu3821	0	0	0	0	0	4	0	0
otu3822	0	0	0	0	0	1	0	0
otu3823	0	0	0	0	0	1	0	0
otu3824	0	0	0	0	0	0	0	2
otu3825	0	0	0	1	0	0	0	0
otu3826	0	0	0	4	0	0	0	0
otu3827	0	0	0	1	0	0	0	0
otu3828	0	0	0	0	2	0	1	0
otu3829	0	0	0	0	1	0	0	0
otu3830	0	0	0	0	0	0	0	3
otu3831	0	0	0	0	0	3	0	0
otu3832	0	0	0	0	0	0	1	0
otu3833	0	0	0	1	0	1	0	0
otu3834	0	0	0	0	0	0	0	3
otu3835	0	0	0	0	0	0	2	0
otu3836	0	0	0	0	0	1	0	0
otu3837	0	0	0	0	0	4	0	0
otu3838	0	0	0	2	0	0	0	1
otu3839	0	0	0	0	0	0	1	0
otu3840	0	0	0	0	0	2	0	0
otu3841	0	0	0	0	0	1	0	1
otu3842	0	0	0	0	0	1	0	0
otu3843	0	0	0	0	0	1	1	2
otu3844	0	0	0	0	0	1	0	0
otu3845	0	0	0	0	0	1	0	0
otu3846	0	0	0	0	0	2	0	0
otu3847	0	0	0	0	0	0	1	0
otu3848	0	0	0	0	0	0	0	2
otu3849	0	0	0	0	0	2	0	0
otu3850	0	0	0	0	0	3	0	0
otu3851	0	0	0	0	1	0	1	0
otu3852	0	0	0	0	0	1	0	0
otu3853	0	0	0	0	0	2	0	0
otu3854	0	0	0	0	0	0	1	0
otu3855	0	0	0	0	0	1	0	0
otu3856	0	0	0	0	0	1	0	0
otu3857	0	0	0	4	0	0	0	0
otu3858	0	0	0	0	0	0	1	0
otu3859	0	0	0	0	1	0	0	0
otu3860	0	0	0	0	0	4	0	0
otu3861	0	0	0	0	0	0	1	0
otu3862	0	0	0	0	0	0	1	0
otu3863	1	0	0	1	0	0	0	0
otu3864	0	0	0	4	0	0	0	0
otu3865	0	0	0	0	0	1	0	0
otu3866	0	0	0	0	0	0	1	0
otu3867	0	0	0	0	0	0	1	0
otu3868	0	0	0	0	0	0	0	4
otu3869	0	0	0	1	0	0	0	0
otu3870	0	0	0	0	0	0	1	3
otu3871	1	0	0	0	0	0	0	0
otu3872	0	0	0	1	0	0	0	0
otu3873	0	1	0	0	0	0	0	0
otu3874	0	0	0	0	0	1	0	0
otu3875	0	0	0	1	0	0	0	1
otu3876	0	0	1	0	0	0	0	0
otu3877	0	0	0	0	0	1	1	0
otu3878	0	0	0	0	0	0	1	0
otu3879	0	0	0	2	0	0	0	0
otu3880	0	0	0	0	0	4	0	0
otu3881	0	0	0	0	0	1	0	0
otu3882	0	0	0	0	0	2	0	0
otu3883	0	0	0	1	0	0	0	0
otu3884	0	0	0	0	1	0	0	0
otu3885	0	0	0	0	0	1	0	0
otu3886	0	0	0	1	0	0	0	0
otu3887	0	0	0	0	0	3	0	0
otu3888	0	0	0	0	0	1	0	0
otu3889	0	0	0	0	0	1	0	1
otu3890	0	0	0	2	0	0	0	0
otu3891	0	0	0	0	1	0	0	0
otu3892	0	0	0	2	0	0	0	0
otu3893	0	0	0	0	0	0	0	2
otu3894	0	0	0	0	1	0	0	0
otu3895	0	0	0	0	0	1	0	0
otu3896	0	0	0	0	0	0	0	2
otu3897	0	0	0	0	0	0	0	3
otu3898	0	0	0	0	0	4	0	0
otu3899	0	1	1	0	0	0	0	0
otu3900	0	0	0	0	0	1	0	0
otu3901	1	0	0	0	0	0	0	0
otu3902	0	0	0	2	0	0	0	0
otu3903	0	0	0	1	0	0	0	0
otu3904	0	0	0	0	0	0	1	0
otu3905	0	0	0	1	0	2	0	0
otu3906	0	0	0	0	1	0	1	0
otu3907	0	0	0	0	0	3	0	0
otu3908	0	0	0	0	0	0	1	0
otu3909	0	0	0	0	0	1	0	0
otu3910	0	0	0	0	0	3	0	0
otu3911	0	0	0	0	0	1	0	0
otu3912	0	0	0	0	1	0	0	0
otu3913	0	0	0	0	0	0	1	0
otu3914	1	0	0	1	0	0	0	0
otu3915	0	0	0	0	0	3	0	0
otu3916	0	0	0	0	0	1	0	1
otu3917	1	0	0	0	0	0	0	0
otu3918	0	0	0	0	0	0	1	0
otu3919	0	0	0	1	0	0	0	0
otu3920	0	0	1	0	0	0	0	0
otu3921	0	0	0	0	0	2	0	0
otu3922	0	0	0	0	0	1	0	0
otu3923	0	0	0	0	0	1	0	0
otu3924	0	0	0	0	0	1	0	0
otu3925	0	0	0	0	0	3	1	0
otu3926	0	0	0	0	1	0	1	0
otu3927	0	0	0	0	0	2	0	0
otu3928	1	0	0	2	0	0	0	0
otu3929	0	0	0	0	0	4	0	0
otu3930	0	0	0	1	0	0	0	0
otu3931	0	0	0	0	0	1	0	0
otu3932	1	0	0	2	0	0	0	0
otu3933	0	0	0	0	0	1	0	0
otu3934	0	0	0	0	0	4	0	0
otu3935	0	0	1	0	0	0	0	0
otu3936	1	0	0	0	0	0	0	0
otu3937	0	0	0	1	0	0	0	0
otu3938	0	0	1	0	0	0	0	0
otu3939	0	0	0	0	1	0	1	0
otu3940	0	0	0	0	0	1	0	0
otu3941	0	0	0	0	0	0	0	3
otu3942	0	0	0	0	0	2	0	0
otu3943	0	0	0	0	0	0	1	0
otu3944	0	0	0	0	0	1	0	0
otu3945	0	0	0	0	0	1	0	0
otu3946	0	0	0	0	0	1	0	0
otu3947	0	0	0	0	1	0	0	0
otu3948	0	0	0	0	0	1	0	1
otu3949	0	0	0	0	1	0	0	0
otu3950	0	0	0	0	0	0	1	0
otu3951	0	0	0	1	0	0	0	2
otu3952	0	0	0	1	0	0	0	0
otu3953	0	0	0	1	0	0	0	0
otu3954	0	0	0	0	0	3	0	0
otu3955	0	0	0	0	1	0	0	0
otu3956	0	0	0	0	0	2	0	0
otu3957	0	0	0	0	0	0	0	1
otu3958	1	0	0	1	0	0	0	0
otu3959	0	0	0	0	0	0	1	0
otu3960	0	0	0	4	0	0	0	0
otu3961	0	0	0	0	1	0	0	0
otu3962	0	0	0	1	0	0	0	0
otu3963	0	0	0	0	1	0	0	0
otu3964	0	0	0	0	0	2	1	0
otu3965	0	0	0	0	0	1	0	0
otu3966	0	0	0	0	0	0	1	0
otu3967	0	0	0	0	0	0	0	1
otu3968	0	0	0	0	0	4	0	0
otu3969	0	0	0	0	0	1	0	0
otu3970	0	0	0	1	0	0	0	0
otu3971	0	0	0	0	0	0	1	0
otu3972	0	0	0	1	0	0	0	0
otu3973	0	0	0	0	2	1	0	0
otu3974	0	0	0	0	0	1	0	0
otu3975	0	0	0	0	0	4	0	0
otu3976	0	0	0	0	0	0	2	0
otu3977	0	0	0	0	2	0	0	0
otu3978	0	0	0	0	0	2	0	0
otu3979	0	0	0	0	0	0	0	1
otu3980	0	0	0	1	0	0	0	0
otu3981	0	0	0	0	0	0	0	3
otu3982	0	0	0	0	0	1	0	0
otu3983	0	0	0	0	0	1	1	0
otu3984	0	0	0	0	2	0	0	0
otu3985	2	0	0	0	0	0	0	0
otu3986	0	0	0	0	0	0	1	0
otu3987	0	0	0	0	0	2	0	0
otu3988	0	0	0	1	0	0	0	0
otu3989	0	0	0	0	0	1	0	0
otu3990	0	0	0	0	0	4	0	0
otu3991	0	0	0	0	0	2	0	0
otu3992	0	0	0	0	0	1	0	0
otu3993	0	0	0	0	0	0	1	0
otu3994	0	0	0	0	0	1	1	0
otu3995	0	1	0	1	0	0	0	0
otu3996	0	0	0	0	0	1	0	0
otu3997	0	0	0	2	0	0	0	0
otu3998	0	0	0	4	0	0	0	0
otu3999	0	0	0	0	0	4	0	0
otu4000	0	0	0	0	0	0	0	3
otu4001	0	0	0	0	0	1	0	0
otu4002	0	0	0	0	0	1	0	0
otu4003	0	0	0	0	0	4	0	0
otu4004	0	0	0	1	0	0	2	0
otu4005	0	0	0	0	0	1	1	0
otu4006	0	0	0	0	0	0	0	4
otu4007	0	0	0	0	0	1	0	0
otu4008	0	1	0	0	0	2	0	0
